Period,Total_Days,Start_Price,End_Price,Max_Price,Min_Price,Avg_Volume,Total_Return,Annualized_Volatility,Best_Month,Worst_Month
2023-2025,708,1839.699951171875,4118.39990234375,4336.39990234375,1808.800048828125,4177.4152542372885,123.86258692458844,16.295946183274175,2025-09 (10.6%),2023-02 (-5.2%)
